lat,lon,timezone,timezone_offset,dt,sunrise,sunset,moonrise,moonset,moon_phase,pressure,humidity,dew_point,wind_speed,wind_deg,wind_gust,weather,clouds,pop,uvi,temp_day,temp_min,temp_max,temp_night,temp_eve,temp_morn,feels_like_day,feels_like_night,feels_like_eve,feels_like_morn,rain,Day,snow,Search_Name
45.3314,1.0301,Europe/Paris,7200,1650279600,1650258335,1650307469,1650316380,1650261660,0.56,1016,49,7.42,3.45,304,7.43,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",68,0.0,5.99,18.65,7.33,20.18,14.92,17.67,7.33,17.85,14.35,17.03,7.33,,Today,,Aigues Mortes
45.3314,1.0301,Europe/Paris,7200,1650366000,1650344632,1650393947,0,1650349920,0.6,1013,74,9.51,3.43,319,9.31,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",86,0.99,3.96,14.36,9.06,14.71,9.5,11.63,9.06,13.78,7.92,11.09,8.51,9.62,Day_1,,Aigues Mortes
45.3314,1.0301,Europe/Paris,7200,1650452400,1650430930,1650480424,1650407640,1650438840,0.64,1006,97,9.11,3.26,330,8.92,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",100,1.0,4.16,9.9,7.07,9.95,7.07,9.95,8.97,9.9,7.07,9.77,8.32,16.99,Day_2,,Aigues Mortes
45.3314,1.0301,Europe/Paris,7200,1650538800,1650517229,1650566901,1650498660,1650528360,0.67,1004,83,8.22,1.67,196,3.24,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.97,1.81,11.27,6.98,11.7,9.29,11.14,7.8,10.62,9.0,10.53,7.8,3.86,Day_3,,Aigues Mortes
45.3314,1.0301,Europe/Paris,7200,1650625200,1650603529,1650653378,1650588960,1650618600,0.71,1000,59,7.36,2.34,221,6.85,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.29,4.22,15.51,6.39,16.55,11.17,14.03,6.59,14.66,10.48,13.42,5.83,0.14,Day_4,,Aigues Mortes
45.3314,1.0301,Europe/Paris,7200,1650711600,1650689830,1650739856,1650678540,1650709380,0.75,997,96,9.21,6.15,263,12.11,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10d'}]",97,1.0,3.9,10.16,8.62,15.66,9.2,8.62,10.63,9.74,7.09,6.79,9.99,23.89,Day_5,,Aigues Mortes
45.3314,1.0301,Europe/Paris,7200,1650798000,1650776132,1650826333,1650767340,1650800400,0.78,1013,60,8.24,4.48,242,11.22,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",93,1.0,4.0,16.13,9.56,16.13,9.56,13.92,9.94,15.37,9.56,13.51,8.51,3.76,Day_6,,Aigues Mortes
45.3314,1.0301,Europe/Paris,7200,1650884400,1650862435,1650912810,1650855600,1650891360,0.82,1010,46,7.44,3.14,339,9.36,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",100,0.93,4.0,19.71,7.06,20.58,8.77,9.38,8.69,18.94,7.71,7.69,8.11,11.34,Day_7,,Aigues Mortes
43.5298,5.4475,Europe/Paris,7200,1650279600,1650257451,1650306234,1650314880,1650260820,0.56,1015,41,4.22,4.5,233,4.87,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",100,0.0,5.53,17.88,10.87,19.18,14.58,16.4,10.87,16.79,13.71,15.51,9.61,,Today,,Aix-en-Provence
43.5298,5.4475,Europe/Paris,7200,1650366000,1650343753,1650392705,0,1650349200,0.6,1009,30,1.94,6.07,289,7.02,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",89,0.0,6.0,20.57,10.61,22.05,14.57,18.28,10.61,19.47,13.83,17.36,9.68,,Day_1,,Aix-en-Provence
43.5298,5.4475,Europe/Paris,7200,1650452400,1650430057,1650479177,1650406080,1650438180,0.64,1005,48,7.29,6.6,134,13.01,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",100,1.0,4.16,18.72,11.89,18.72,12.14,12.56,12.06,17.9,11.6,12.17,11.25,17.48,Day_2,,Aix-en-Provence
43.5298,5.4475,Europe/Paris,7200,1650538800,1650516362,1650565648,1650497040,1650527760,0.67,1000,51,7.27,3.56,87,9.66,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",98,0.85,4.1,17.82,11.19,17.82,13.33,14.86,11.19,16.99,12.91,14.36,10.45,2.33,Day_3,,Aix-en-Provence
43.5298,5.4475,Europe/Paris,7200,1650625200,1650602667,1650652120,1650587340,1650618000,0.71,1005,43,4.95,7.23,157,9.45,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.68,4.48,18.27,11.34,18.27,13.3,15.56,11.67,17.28,12.75,14.84,11.19,0.49,Day_4,,Aix-en-Provence
43.5298,5.4475,Europe/Paris,7200,1650711600,1650688974,1650738592,1650676980,1650708720,0.75,1006,45,5.69,10.61,138,17.69,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",71,1.0,2.88,18.0,11.11,18.0,11.11,12.29,13.92,17.03,10.44,11.61,13.43,4.9,Day_5,,Aix-en-Provence
43.5298,5.4475,Europe/Paris,7200,1650798000,1650775281,1650825063,1650765840,1650799680,0.78,1013,45,5.67,5.8,276,12.56,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",33,0.96,3.0,18.15,8.91,18.54,13.86,16.12,10.89,17.2,13.02,15.2,10.18,0.15,Day_6,,Aix-en-Provence
43.5298,5.4475,Europe/Paris,7200,1650884400,1650861590,1650911535,1650854220,1650890520,0.82,1012,36,4.45,4.87,206,4.6,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",15,0.0,3.0,20.66,11.38,20.66,14.26,16.5,11.76,19.72,13.6,15.67,10.79,,Day_7,,Aix-en-Provence
49.8987,2.2725,Europe/Paris,7200,1650279600,1650257536,1650307673,1650317100,1650260580,0.56,1017,55,6.66,4.51,311,8.97,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",83,0.0,4.34,16.08,6.66,17.15,10.72,13.15,6.66,15.18,10.12,12.71,5.26,,Today,,Amiens
49.8987,2.2725,Europe/Paris,7200,1650366000,1650343816,1650394166,0,1650348540,0.6,1014,65,8.04,4.31,326,7.44,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",94,0.71,4.4,14.76,6.97,15.51,9.33,13.66,6.97,13.99,7.86,13.17,5.1,1.86,Day_1,,Amiens
49.8987,2.2725,Europe/Paris,7200,1650452400,1650430098,1650480660,1650408660,1650437100,0.64,1011,55,6.28,5.62,62,10.1,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",95,0.0,4.62,15.37,6.64,16.29,9.14,14.32,6.64,14.4,7.25,13.48,4.25,,Day_2,,Amiens
49.8987,2.2725,Europe/Paris,7200,1650538800,1650516380,1650567154,1650499860,1650526500,0.67,1005,54,5.11,5.16,67,8.95,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",47,0.0,4.57,14.73,5.3,16.16,10.16,13.19,5.3,13.67,9.16,12.37,2.57,,Day_3,,Amiens
49.8987,2.2725,Europe/Paris,7200,1650625200,1650602663,1650653648,1650590220,1650616740,0.71,1001,55,8.34,5.97,100,8.9,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",58,0.84,4.49,17.66,7.73,17.77,12.0,15.03,8.03,16.92,11.81,14.52,5.79,5.77,Day_4,,Amiens
49.8987,2.2725,Europe/Paris,7200,1650711600,1650688948,1650740141,1650679620,1650707760,0.75,1001,64,10.93,6.89,131,11.99,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",95,1.0,3.08,18.25,10.93,18.25,12.45,14.52,11.54,17.8,12.07,14.14,11.23,5.86,Day_5,,Amiens
49.8987,2.2725,Europe/Paris,7200,1650798000,1650775233,1650826635,1650768180,1650799020,0.78,1008,91,9.58,3.89,120,9.53,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.82,4.0,11.34,9.52,11.88,11.06,11.19,9.52,10.91,10.78,10.87,9.52,4.79,Day_6,,Amiens
49.8987,2.2725,Europe/Paris,7200,1650884400,1650861520,1650913129,1650856140,1650890280,0.82,1012,86,11.29,1.64,141,2.61,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.96,4.0,14.0,11.2,16.2,11.78,14.81,11.4,13.7,11.34,14.51,11.15,4.67,Day_7,,Amiens
45.8992,6.1289,Europe/Paris,7200,1650279600,1650257055,1650306302,1650315180,1650260340,0.56,1014,46,3.45,1.48,328,2.24,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",20,0.0,5.59,16.41,3.98,19.06,13.04,18.34,3.98,15.31,11.89,17.25,3.98,,Today,,Annecy
45.8992,6.1289,Europe/Paris,7200,1650366000,1650343351,1650392781,0,1650348540,0.6,1010,48,3.88,1.64,3,2.68,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",100,0.0,4.89,16.34,6.31,17.72,8.87,15.07,6.35,15.28,8.87,14.28,6.35,,Day_1,,Annecy
45.8992,6.1289,Europe/Paris,7200,1650452400,1650429647,1650479260,1650406500,1650437400,0.64,1005,54,5.68,2.3,5,3.31,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",97,0.57,5.1,16.35,6.09,16.84,10.33,12.99,6.09,15.45,9.9,12.49,6.09,3.04,Day_2,,Annecy
45.8992,6.1289,Europe/Paris,7200,1650538800,1650515944,1650565739,1650497520,1650526920,0.67,1001,58,7.02,1.93,354,2.83,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",97,0.55,5.36,16.94,9.22,17.32,11.41,12.95,9.23,16.2,10.85,12.36,9.23,2.03,Day_3,,Annecy
45.8992,6.1289,Europe/Paris,7200,1650625200,1650602242,1650652218,1650587880,1650617160,0.71,1001,55,7.78,2.16,259,3.02,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",81,0.93,5.74,18.49,9.48,18.49,10.86,13.5,10.5,17.83,10.25,12.99,9.9,2.79,Day_4,,Annecy
45.8992,6.1289,Europe/Paris,7200,1650711600,1650688541,1650738698,1650677460,1650707940,0.75,1003,57,7.62,2.2,216,6.93,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",97,1.0,4.4,18.13,8.62,18.13,9.22,13.01,10.25,17.49,8.48,12.64,9.6,9.85,Day_5,,Annecy
45.8992,6.1289,Europe/Paris,7200,1650798000,1650774841,1650825177,1650766200,1650799020,0.78,1015,96,5.78,2.26,210,6.2,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",100,1.0,5.0,7.97,6.57,10.27,8.66,9.92,6.57,7.24,8.66,9.92,4.96,13.25,Day_6,,Annecy
45.8992,6.1289,Europe/Paris,7200,1650884400,1650861142,1650911656,1650854460,1650889980,0.82,1011,45,5.77,1.4,268,2.01,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",3,0.0,5.0,19.34,5.46,19.34,11.82,13.94,7.91,18.5,11.12,13.32,7.91,,Day_7,,Annecy
42.9455,1.4066,Europe/Paris,7200,1650279600,1650258474,1650307150,1650315840,1650261900,0.56,1016,58,5.08,3.7,348,4.1,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",76,0.24,6.05,11.63,4.64,13.15,8.53,9.91,4.65,10.36,8.53,9.45,4.65,,Today,,Ariège
42.9455,1.4066,Europe/Paris,7200,1650366000,1650344778,1650393620,0,1650350340,0.6,1015,96,4.63,1.96,298,5.04,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",100,1.0,0.46,3.66,1.84,8.04,1.97,2.28,5.81,2.28,1.97,2.28,4.7,8.94,Day_1,,Ariège
42.9455,1.4066,Europe/Paris,7200,1650452400,1650431084,1650480090,1650406980,1650439320,0.64,1008,97,2.53,1.82,311,4.69,"[{'id': 616, 'main': 'Snow', 'description': 'rain and snow', 'icon': '13d'}]",100,1.0,1.04,1.25,0.26,2.38,1.92,2.03,0.87,1.25,1.92,2.03,-0.9,11.88,Day_2,0.15,Ariège
42.9455,1.4066,Europe/Paris,7200,1650538800,1650517390,1650566560,1650497880,1650528900,0.67,1006,94,3.95,1.5,253,4.89,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.92,1.11,3.2,1.92,4.59,2.56,4.52,2.33,1.97,2.56,4.52,2.33,3.09,Day_3,,Ariège
42.9455,1.4066,Europe/Paris,7200,1650625200,1650603697,1650653029,1650588180,1650619200,0.71,1000,56,3.54,3.64,180,4.94,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.39,5.45,11.14,1.54,11.14,3.96,7.08,2.65,9.77,0.81,6.28,-0.38,0.58,Day_4,,Ariège
42.9455,1.4066,Europe/Paris,7200,1650711600,1650690005,1650739499,1650677820,1650709860,0.75,998,62,3.45,3.96,164,7.8,"[{'id': 616, 'main': 'Snow', 'description': 'rain and snow', 'icon': '13d'}]",86,0.97,4.33,9.4,2.43,9.4,2.43,3.1,3.97,8.65,-0.27,0.24,0.62,7.24,Day_5,2.78,Ariège
42.9455,1.4066,Europe/Paris,7200,1650798000,1650776315,1650825969,1650766740,1650800820,0.78,1013,49,2.83,2.95,190,3.15,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",30,0.0,5.0,12.41,-0.02,12.49,4.49,8.61,1.28,10.99,2.38,8.61,-1.3,,Day_6,,Ariège
42.9455,1.4066,Europe/Paris,7200,1650884400,1650862625,1650912439,1650855120,1650891600,0.82,1009,42,3.65,2.5,182,5.01,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",98,0.99,5.0,15.27,3.96,15.27,5.22,8.81,5.63,13.95,3.22,8.81,3.8,2.56,Day_7,,Ariège
43.9492,4.8059,Europe/Paris,7200,1650279600,1650257565,1650306428,1650315120,1650260940,0.56,1015,38,4.86,4.39,214,6.95,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",100,0.0,5.7,19.69,9.53,22.03,15.96,20.24,9.53,18.71,15.2,19.55,9.08,,Today,,Avignon
43.9492,4.8059,Europe/Paris,7200,1650366000,1650343866,1650392900,0,1650349320,0.6,1010,33,3.94,6.45,352,8.38,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",92,0.0,5.95,20.81,9.7,22.66,15.79,20.37,9.7,19.81,14.89,19.56,8.66,,Day_1,,Avignon
43.9492,4.8059,Europe/Paris,7200,1650452400,1650430169,1650479373,1650406380,1650438240,0.64,1005,51,8.51,5.97,169,10.67,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",100,1.0,4.45,19.01,12.15,19.39,12.22,12.67,12.65,18.3,11.87,12.32,12.03,14.6,Day_2,,Avignon
43.9492,4.8059,Europe/Paris,7200,1650538800,1650516472,1650565846,1650497340,1650527820,0.67,1001,48,8.43,4.96,294,5.78,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",99,0.79,4.04,19.82,11.72,20.4,14.33,17.26,11.72,19.11,13.7,16.61,11.27,0.27,Day_3,,Avignon
43.9492,4.8059,Europe/Paris,7200,1650625200,1650602776,1650652319,1650587640,1650618060,0.71,1004,48,8.04,8.75,157,12.37,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.24,4.33,19.44,10.97,19.44,14.68,16.09,12.2,18.69,14.03,15.5,11.67,0.12,Day_4,,Avignon
43.9492,4.8059,Europe/Paris,7200,1650711600,1650689081,1650738792,1650677220,1650708780,0.75,1004,43,6.24,12.77,161,21.25,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",86,0.99,3.09,19.47,11.38,19.47,11.38,13.42,14.83,18.6,10.71,12.78,14.3,5.0,Day_5,,Avignon
43.9492,4.8059,Europe/Paris,7200,1650798000,1650775388,1650825265,1650766080,1650799740,0.78,1013,41,6.17,4.1,272,9.04,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",29,0.71,4.0,19.95,8.89,20.99,13.8,17.62,11.03,19.07,12.88,16.82,10.17,,Day_6,,Avignon
43.9492,4.8059,Europe/Paris,7200,1650884400,1650861695,1650911737,1650854460,1650890640,0.82,1012,36,6.04,6.72,195,6.19,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",51,0.0,4.0,21.8,10.61,21.8,13.03,16.96,11.63,20.98,12.24,16.1,10.81,,Day_7,,Avignon
49.2765,-0.7025,Europe/Paris,7200,1650283200,1650258323,1650308313,1650317700,1650261420,0.56,1018,72,8.1,4.32,354,7.57,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",100,0.0,4.6,13.03,7.62,13.03,8.64,11.14,8.23,12.27,7.23,10.37,6.7,,Today,,Bayeux
49.2765,-0.7025,Europe/Paris,7200,1650369600,1650344606,1650394805,0,1650349440,0.6,1016,70,5.92,4.3,348,6.56,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",95,0.16,4.78,11.37,5.0,11.41,8.16,9.16,6.48,10.39,6.12,7.61,4.02,,Day_1,,Bayeux
49.2765,-0.7025,Europe/Paris,7200,1650456000,1650430890,1650481296,1650409200,1650438060,0.64,1011,71,7.6,5.68,36,9.38,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",100,0.35,4.1,12.91,7.61,13.11,9.68,11.22,9.15,12.11,7.5,10.64,7.18,,Day_2,,Bayeux
49.2765,-0.7025,Europe/Paris,7200,1650542400,1650517174,1650567787,1650500340,1650527460,0.67,1005,59,5.83,7.2,53,11.53,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",73,0.0,4.58,13.76,7.08,13.76,8.74,10.09,7.63,12.73,5.81,9.37,6.07,,Day_3,,Bayeux
49.2765,-0.7025,Europe/Paris,7200,1650628800,1650603460,1650654278,1650590760,1650617760,0.71,1000,85,11.17,4.73,180,8.71,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,1.0,4.63,13.75,7.0,14.93,9.68,11.95,9.0,13.4,9.68,11.42,7.03,5.22,Day_4,,Bayeux
49.2765,-0.7025,Europe/Paris,7200,1650715200,1650689747,1650740770,1650680160,1650708660,0.75,999,78,11.06,4.95,93,7.54,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",94,0.61,4.49,15.03,7.48,16.43,10.77,13.38,8.19,14.63,10.38,13.1,6.26,1.04,Day_5,,Bayeux
49.2765,-0.7025,Europe/Paris,7200,1650801600,1650776035,1650827261,1650768720,1650799920,0.78,1009,82,11.19,4.9,252,9.44,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.45,5.0,14.34,9.31,15.3,9.31,13.38,10.95,13.97,8.19,12.86,10.61,0.78,Day_6,,Bayeux
49.2765,-0.7025,Europe/Paris,7200,1650888000,1650862324,1650913752,1650856740,1650891180,0.82,1011,61,9.63,3.74,56,4.18,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",71,0.66,5.0,17.15,7.49,17.15,10.98,11.87,8.69,16.51,10.41,11.41,8.69,2.85,Day_7,,Bayeux
43.4933,-1.4751,Europe/Paris,7200,1650283200,1650259114,1650307893,1650316680,1650262500,0.56,1018,76,10.87,4.72,264,8.27,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",60,0.28,5.53,15.1,12.47,15.1,13.18,14.82,12.5,14.65,12.85,14.5,12.23,0.72,Today,,Bayonne
43.4933,-1.4751,Europe/Paris,7200,1650369600,1650345417,1650394365,0,1650350940,0.6,1016,88,8.7,6.1,307,8.27,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,1.0,1.47,10.77,10.03,12.36,10.03,10.61,11.67,10.2,9.28,9.89,10.96,4.99,Day_1,,Bayonne
43.4933,-1.4751,Europe/Paris,7200,1650456000,1650431720,1650480836,1650407820,1650439920,0.64,1009,78,7.17,9.37,305,13.19,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",100,1.0,0.58,10.93,9.07,11.36,11.26,10.9,9.32,10.12,10.74,10.42,8.01,14.58,Day_2,,Bayonne
43.4933,-1.4751,Europe/Paris,7200,1650542400,1650518025,1650567307,1650498780,1650529500,0.67,1005,65,6.19,9.12,307,13.06,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",98,1.0,0.68,12.76,9.9,13.46,9.9,13.46,11.25,11.79,7.39,12.61,10.31,4.98,Day_3,,Bayonne
43.4933,-1.4751,Europe/Paris,7200,1650628800,1650604331,1650653779,1650589080,1650619800,0.71,999,53,7.22,5.36,140,10.33,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.45,3.71,17.1,8.83,17.71,12.87,15.07,10.4,16.25,12.01,14.25,9.51,0.28,Day_4,,Bayonne
43.4933,-1.4751,Europe/Paris,7200,1650715200,1650690637,1650740250,1650678660,1650710460,0.75,1002,83,7.08,8.29,234,16.05,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",97,1.0,4.01,9.87,9.87,14.14,10.62,13.23,12.89,6.43,9.85,12.51,12.22,10.42,Day_5,,Bayonne
43.4933,-1.4751,Europe/Paris,7200,1650801600,1650776945,1650826722,1650767520,1650801420,0.78,1012,46,7.39,3.98,109,11.14,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",61,0.31,5.0,19.5,8.99,20.56,13.48,17.61,9.55,18.71,13.05,17.25,8.12,,Day_6,,Bayonne
43.4933,-1.4751,Europe/Paris,7200,1650888000,1650863254,1650913193,1650855900,1650892260,0.82,1010,52,8.4,3.35,109,6.92,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.81,5.0,18.55,12.19,18.55,12.95,16.01,12.47,17.82,12.62,15.6,11.57,1.25,Day_7,,Bayonne
-33.9659,25.508,Africa/Johannesburg,7200,1650276000,1650256951,1650297106,1650301560,1650262860,0.56,1024,67,13.68,4.56,278,7.81,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.48,3.47,19.73,15.18,20.13,15.43,15.91,17.24,19.51,15.3,15.75,17.19,0.82,Today,,Besancon
-33.9659,25.508,Africa/Johannesburg,7200,1650362400,1650343397,1650383434,1650390600,1650353640,0.6,1023,64,13.89,5.72,70,10.29,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2,0.0,6.08,20.87,14.34,21.21,17.46,18.09,14.34,20.68,17.61,18.2,14.21,,Day_1,,Besancon
-33.9659,25.508,Africa/Johannesburg,7200,1650448800,1650429843,1650469764,1650480120,1650444420,0.64,1016,45,12.54,5.37,55,10.28,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",2,0.0,5.93,25.65,15.68,27.12,21.08,20.04,15.87,25.45,20.71,20.19,15.91,,Day_2,,Besancon
-33.9659,25.508,Africa/Johannesburg,7200,1650535200,1650516288,1650556094,1650570120,1650534960,0.67,1011,35,10.18,5.44,234,7.96,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",40,0.0,5.63,28.17,18.06,28.17,18.37,21.17,21.72,27.49,18.46,21.14,20.97,,Day_3,,Besancon
-33.9659,25.508,Africa/Johannesburg,7200,1650621600,1650602734,1650642425,1650660480,1650625020,0.71,1015,69,14.48,10.49,241,13.77,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",20,1.0,4.62,20.14,16.93,20.14,17.13,17.23,17.62,20.01,16.62,16.94,17.79,3.8,Day_4,,Besancon
-33.9659,25.508,Africa/Johannesburg,7200,1650708000,1650689180,1650728757,1650751020,1650714540,0.75,1021,65,9.87,5.34,221,7.8,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",100,0.89,2.79,16.15,14.55,16.58,15.24,14.55,15.82,15.52,15.25,14.25,15.23,4.7,Day_5,,Besancon
-33.9659,25.508,Africa/Johannesburg,7200,1650794400,1650775626,1650815090,0,1650803520,0.78,1012,82,14.25,8.32,231,10.4,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",53,0.99,3.0,17.14,15.36,17.26,16.03,16.23,15.36,17.05,15.83,16.0,15.35,11.65,Day_6,,Besancon
-33.9659,25.508,Africa/Johannesburg,7200,1650880800,1650862072,1650901424,1650841560,1650892140,0.82,1009,93,13.57,13.7,219,20.31,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10d'}]",100,1.0,3.0,14.46,14.46,15.84,15.17,15.84,14.75,14.39,14.83,15.52,14.58,60.87,Day_7,,Besancon
43.4711,-1.5527,Europe/Paris,7200,1650283200,1650259134,1650307910,1650316680,1650262560,0.56,1018,79,10.78,4.99,265,8.06,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",64,0.28,6.48,14.38,12.38,14.38,12.89,14.09,12.39,13.94,12.56,13.75,12.09,0.68,Today,,Biarritz
43.4711,-1.5527,Europe/Paris,7200,1650369600,1650345437,1650394381,0,1650351000,0.6,1016,87,8.27,6.29,313,8.26,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,1.0,1.15,10.48,10.06,12.27,10.06,10.43,11.56,9.86,9.24,9.67,10.83,4.8,Day_1,,Biarritz
43.4711,-1.5527,Europe/Paris,7200,1650456000,1650431741,1650480852,1650407820,1650439920,0.64,1009,78,7.02,9.81,307,13.1,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",100,1.0,0.68,10.82,9.21,11.1,11.06,10.62,9.21,9.99,10.49,10.09,7.41,15.32,Day_2,,Biarritz
43.4711,-1.5527,Europe/Paris,7200,1650542400,1650518046,1650567324,1650498780,1650529500,0.67,1005,65,5.89,9.88,307,13.39,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",95,0.99,0.87,12.41,10.05,13.22,10.05,13.22,10.98,11.4,9.36,12.35,9.99,4.28,Day_3,,Biarritz
43.4711,-1.5527,Europe/Paris,7200,1650628800,1650604352,1650653795,1650589080,1650619800,0.71,999,54,7.16,5.17,148,10.96,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",100,0.43,4.25,16.46,9.31,16.96,12.88,14.91,10.48,15.57,12.05,14.1,9.59,0.32,Day_4,,Biarritz
43.4711,-1.5527,Europe/Paris,7200,1650715200,1650690658,1650740267,1650678720,1650710520,0.75,1002,85,7.12,8.72,232,16.16,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",97,1.0,1.45,9.54,9.54,13.86,10.81,13.08,12.46,5.89,10.01,12.35,11.77,10.87,Day_5,,Biarritz
