Code_CIQUAL,Groupe_aliment,Sous-groupe_aliment,Nom_Produit_Francais,LCI_Name,Saisonnalite,Transport_par_avion_,Livraison,Materiau_emballage,Preparation,DQR_Note_qualite_la_donnee_,Score_unique_EF_,Score_unique_EF__Agriculture,Score_unique_EF__Transformation,Score_unique_EF__Emballage,Score_unique_EF__Transport,Score_unique_EF__Supermarche_distribution,Score_unique_EF__Consommation
18352,boissons,boissons sans alcool,"Boisson énergisante, sucrée","Energy drink, with sugar",mix de consommation FR,0,Glacé,Bouteille PETE,Pas de préparation,3.2,0.0618893719999999,0.012946492,0.0024747937,0.021199983,0.01402589,0.0088128735,0.0024293397
18340,boissons,boissons sans alcool,"Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, avec édulcorants","Fruit soft drink, carbonated (less than 10% of fruit juice), without sugar and with artificial sweetener(s)",mix de consommation FR,0,Glacé,Déjà emballé - PET,Pas de préparation,2.97,0.043941445,0.00091374504,0.0,0.0180052609999999,0.013780225,0.0088128735,0.0024293397
18345,boissons,boissons sans alcool,"Boisson gazeuse aux fruits (à moins de 10% de jus), non sucrée, sans édulcorant","Fruit soft drink, carbonated (less than 10% of fruit juice), without sugar and artificial sweetener(s)",mix de consommation FR,0,Glacé,Déjà emballé - PET,Pas de préparation,2.97,0.043941445,0.00091374504,0.0,0.0180052609999999,0.013780225,0.0088128735,0.0024293397
18049,boissons,boissons sans alcool,"Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée","Fruit soft drink, carbonated (less than 10% of fruit juice), with sugar",mix de consommation FR,0,Glacé,Bouteille PETE,Pas de préparation,3.54,0.050208758,0.0029356639,0.00065534782,0.021199983,0.01417555,0.0088128735,0.0024293397
18033,boissons,boissons sans alcool,"Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée, avec édulcorants","Fruit soft drink, carbonated (less than 10% of fruit juice), with sugar and artificial sweetener(s)",mix de consommation FR,0,Glacé,Bouteille PETE,Pas de préparation,3.54,0.050208758,0.0029356639,0.00065534782,0.021199983,0.01417555,0.0088128735,0.0024293397
18019,boissons,boissons sans alcool,"Boisson gazeuse aux fruits (de 10 à 50% de jus), sucrée","Fruit soft drink, carbonated (10-50% of fruit juice), with sugar",mix de consommation FR,0,Glacé,Bouteille PETE,Pas de préparation,3.54,0.050208758,0.0029356639,0.00065534782,0.021199983,0.01417555,0.0088128735,0.0024293397
18032,boissons,boissons sans alcool,"Boisson gazeuse, sans jus de fruit, à teneur réduite en sucres","Soft drink, carbonated, without fruit juice, reduced sugar",mix de consommation FR,0,Glacé,Bouteille PETE,Pas de préparation,2.6,0.0844388139999999,0.031722623,0.004068711,0.021199983,0.0162052839999999,0.0088128735,0.0024293397
18026,boissons,boissons sans alcool,"Boisson gazeuse, sans jus de fruit, sucrée","Soft drink, carbonated, without fruit juice, with sugar",mix de consommation FR,0,Glacé,Bouteille PETE,Pas de préparation,2.6,0.0844388139999999,0.031722623,0.004068711,0.021199983,0.0162052839999999,0.0088128735,0.0024293397
18078,boissons,boissons sans alcool,"Boisson gazeuse, sans jus de fruit, sucrée, avec édulcorants","Soft drink, carbonated, without fruit juice, with sugar and artificial sweetener(s)",mix de consommation FR,0,Glacé,Bouteille PETE,Pas de préparation,2.6,0.0844388139999999,0.031722623,0.004068711,0.021199983,0.0162052839999999,0.0088128735,0.0024293397
13162,aliments infantiles,laits et boissons infantiles,Boisson infantile céréales lactées aux fruits pour le goûter dès 4/6 mois,Dairy cereal-based beverage with fruits for baby's snack from 4/6 months,mix de consommation FR,0,Ambiant (long),HPDE,Pas de préparation,3.27,0.25123037,0.18007923,0.035109412,0.016167598,0.009975063,0.0098990521,0.0
13161,aliments infantiles,laits et boissons infantiles,Boisson infantile céréales lactées aux légumes pour dîner dès 4/6 mois,Dairy cereal-based beverage with vegetables for baby's dinner from 4/6 months,mix de consommation FR,0,Ambiant (long),HPDE,Micro onde ,3.28,0.25524279,0.18007923,0.035109412,0.016167598,0.009975063,0.0098990521,0.004012423
13173,aliments infantiles,laits et boissons infantiles,Boisson infantile céréales lactées pour le petit déjeuner,Dairy cereal-based beverage for baby's breakfast,mix de consommation FR,0,Ambiant (long),HPDE,Micro onde ,3.28,0.25524279,0.18007923,0.035109412,0.016167598,0.009975063,0.0098990521,0.004012423
13170,aliments infantiles,laits et boissons infantiles,Boisson infantile céréales lactées pour le petit déjeuner dès 12 mois,Dairy cereal-based beverage for baby's breakfast from 12 months,mix de consommation FR,0,Ambiant (long),HPDE,Micro onde ,3.28,0.25524279,0.18007923,0.035109412,0.016167598,0.009975063,0.0098990521,0.004012423
13163,aliments infantiles,laits et boissons infantiles,Boisson infantile céréales lactées pour le petit déjeuner dès 4/6 mois,Dairy cereal-based beverage for baby's breakfast from 4/6 months,mix de consommation FR,0,Ambiant (long),HPDE,Micro onde ,3.28,0.25524279,0.18007923,0.035109412,0.016167598,0.009975063,0.0098990521,0.004012423
13169,aliments infantiles,laits et boissons infantiles,Boisson infantile céréales lactées pour le petit déjeuner dès 8/9 mois,Dairy cereal-based beverage for baby's breakfast from 8/9 months,mix de consommation FR,0,Ambiant (long),HPDE,Micro onde ,3.28,0.25524279,0.18007923,0.035109412,0.016167598,0.009975063,0.0098990521,0.004012423
19127,boissons,boissons sans alcool,"Boisson lactée aromatisée à la fraise, sucrée, au lait partiellement écrémé, enrichie à la vitamine D","Strawberry flavoured milk, with sugar, partially skimmed, fortified with vitamins D",mix de consommation FR,0,Glacé,Bouteille PETE,Pas de préparation,2.9,0.15327551,0.10555498,0.0014980805,0.021199983,0.013780225,0.0088128735,0.0024293397
19122,boissons,boissons sans alcool,"Boisson lactée aromatisée au chocolat, sucrée, au lait partiellement écrémé, enrichie et/ou restaurée en vitamines et/ou minéraux","Chocolate flavoured milk, with sugar, partially skimmed, fortified with vitamins and chemicals elements",mix de consommation FR,0,Glacé,Bouteille PETE,Pas de préparation,2.9,0.15327551,0.10555498,0.0014980805,0.021199983,0.013780225,0.0088128735,0.0024293397
19508,lait et produits laitiers,produits laitiers frais et assimilés,"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré","Dairy drink or fermented milk or yogurt, flavoured, with sugar",mix de consommation FR,0,Glacé,Bouteille PETE,Pas de préparation,3.61,0.25282921,0.17060137,0.0332615479999999,0.022061325,0.015496938,0.0089786658,0.0024293397
19535,lait et produits laitiers,produits laitiers frais et assimilés,"Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré","Dairy drink or fermented milk or yogurt, with fruits, with sugar",mix de consommation FR,0,Glacé,Bouteille PETE,Pas de préparation,3.21,0.25282921,0.17060137,0.0332615479999999,0.022061325,0.015496938,0.0089786658,0.0024293397
19537,lait et produits laitiers,produits laitiers frais et assimilés,"Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré","Dairy drink or fermented milk or yogurt, plain, with sugar",mix de consommation FR,0,Glacé,Bouteille PETE,Pas de préparation,3.61,0.25282921,0.17060137,0.0332615479999999,0.022061325,0.015496938,0.0089786658,0.0024293397
19538,lait et produits laitiers,produits laitiers frais et assimilés,"Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré, au L Casei","Dairy drink or fermented milk or yogurt, plain, with sugar, with L Casei",mix de consommation FR,0,Glacé,Bouteille PETE,Pas de préparation,3.61,0.25282921,0.17060137,0.0332615479999999,0.022061325,0.015496938,0.0089786658,0.0024293397
18304,boissons,boissons sans alcool,"Boisson plate aux fruits (10 à 50% de jus), à teneur réduite en sucres","Fruit soft drink, still (10-50% of fruit juice), reduced sugar",mix de consommation FR,0,Glacé,Bouteille PETE,Pas de préparation,3.56,0.082474774,0.030360435,0.0053158167,0.021199983,0.0143563259999999,0.0088128735,0.0024293397
18339,boissons,boissons sans alcool,"Boisson plate aux fruits (10 à 50% de jus), sucrée","Fruit soft drink, still (10-50% of fruit juice), with sugar",mix de consommation FR,0,Glacé,Bouteille PETE,Pas de préparation,3.56,0.082474774,0.030360435,0.0053158167,0.021199983,0.0143563259999999,0.0088128735,0.0024293397
18023,boissons,boissons sans alcool,"Boisson plate aux fruits (à moins de 10% de jus), sucrée","Fruit soft drink, still (less than 10% of fruit juice), with sugar",mix de consommation FR,0,Glacé,Bouteille PETE,Pas de préparation,3.31,0.082474774,0.030360435,0.0053158167,0.021199983,0.0143563259999999,0.0088128735,0.0024293397
18309,boissons,boissons sans alcool,"Boisson plate aux fruits (teneur en jus non spécifiée), sucrée","Fruit soft drink, still (fruit juice content unspecified), with sugar",mix de consommation FR,0,Glacé,Bouteille PETE,Pas de préparation,3.56,0.082474774,0.030360435,0.0053158167,0.021199983,0.0143563259999999,0.0088128735,0.0024293397
18021,boissons,boissons sans alcool,"Boisson plate aux fruits, (à moins de 10% de jus), non sucrée, avec édulcorants","Fruit soft drink, still (less than 10% of fruit juice), without sugar and with artificial sweetener(s)",mix de consommation FR,0,Glacé,Déjà emballé - PET,Pas de préparation,2.97,0.043941445,0.00091374504,0.0,0.0180052609999999,0.013780225,0.0088128735,0.0024293397
18058,boissons,boissons sans alcool,"Boisson préparée à partir de sirop à diluer type menthe, fraise, etc, sucré, dilué dans l'eau","Syrup (mint, strawberries flavouredetc.), with sugar diluted in water",mix de consommation FR,0,Ambiant (long),Bouteille PETE,Pas de préparation,2.95,0.019384376,0.011302852,0.0016548578,0.0031678799,0.001532311,0.0014205455,0.0003059301299999
31091,produits sucrés,chocolats et produits à base de chocolat,Bonbon / bouchée au chocolat fourrage gaufrettes / biscuit,"Chocolate confectionery, filled with wafer",mix de consommation FR,0,Ambiant (moyenne),Carton,Pas de préparation,2.91,1.2072128000000002,1.0205777,0.13714709,0.015600638,0.029031005,0.0045906531,0.0
31081,produits sucrés,confiseries non chocolatées,"Bonbon au caramel, mou",Soft caramel candy,mix de consommation FR,0,Ambiant (moyenne),LPDE,Pas de préparation,3.64,0.91567794,0.82681788,0.0453508679999999,0.020545657,0.018372886,0.0045906531,0.0
31059,produits sucrés,confiseries non chocolatées,Bonbon dur et sucette,Hard candy and lollipop,mix de consommation FR,0,Ambiant (moyenne),LPDE,Pas de préparation,3.64,0.91567794,0.82681788,0.0453508679999999,0.020545657,0.018372886,0.0045906531,0.0
31060,produits sucrés,confiseries non chocolatées,Bonbon gélifié,Jelly candy,mix de consommation FR,0,Ambiant (moyenne),LPDE,Pas de préparation,3.64,0.91567794,0.82681788,0.0453508679999999,0.020545657,0.018372886,0.0045906531,0.0
31003,produits sucrés,confiseries non chocolatées,"Bonbons, tout type","Candies, all types",mix de consommation FR,0,Ambiant (moyenne),LPDE,Pas de préparation,3.64,0.91567794,0.82681788,0.0453508679999999,0.020545657,0.018372886,0.0045906531,0.0
26101,"viandes, œufs, poissons",poissons crus,"Bonite, crue","Bonito, raw",mix de consommation FR,0,Glacé,PS,Pas de préparation,3.64,1.4682426,1.3743212,0.0,0.01768459,0.064863743,0.0089437534,0.0024293397
25412,entrées et plats composés,feuilletées et autres entrées,"Bouchée à la reine, à la viande/volaille/quenelle","Vol-au-vent, with meat/poultry/quenelle",mix de consommation FR,0,Glacé,Carton,Four ,2.07,0.38553578,0.25021647,0.059489425,0.015602004,0.017553974,0.0089786658,0.033694973
25503,entrées et plats composés,feuilletées et autres entrées,"Bouchée à la reine, au poisson et fruits de mer",Vol-au-vent with fish and seafood,mix de consommation FR,0,Glacé,Carton,Four ,3.12,1.3838015,1.2147828,0.036035608,0.0156044099999999,0.0747051399999999,0.0089786658,0.033694973
31063,produits sucrés,chocolats et produits à base de chocolat,Bouchée chocolat fourrage fruits à coques et/ou praliné,"Chocolate confectionery, filled with nuts and/or praline",mix de consommation FR,0,Ambiant (moyenne),Carton,Pas de préparation,2.54,1.2072128000000002,1.0205777,0.13714709,0.015600638,0.029031005,0.0045906531,0.0
8803,"viandes, œufs, poissons",charcuteries,"Boudin blanc truffé, cru","White pudding, truffled, raw",mix de consommation FR,0,Glacé,PS,Pas de préparation,3.27,2.0570424,1.6954125,0.27074536,0.063454038,0.016635294,0.0089786658,0.0024293397
8703,"viandes, œufs, poissons",charcuteries,"Boudin noir, rayon frais","Black pudding (blood sausage), refrigerated",mix de consommation FR,0,Glacé,PS,Four ,2.35,0.86258383,0.7511678500000001,0.0359220389999999,0.017851323,0.0154766119999999,0.0089786658,0.033694973
8704,"viandes, œufs, poissons",charcuteries,"Boudin noir, sauté/poêlé","Black pudding (blood sausage), sautéed/pan-fried",mix de consommation FR,0,Glacé,PS,Four ,2.35,0.86258383,0.7511678500000001,0.0359220389999999,0.017851323,0.0154766119999999,0.0089786658,0.033694973
25948,entrées et plats composés,soupes,"Bouillon de légumes, déshydraté reconstitué","Broth, stock or bouillon, vegetables, dehydrated and reconstituted",mix de consommation FR,0,Ambiant (long),Carton,Cuisson à l'eau,2.77,0.10807986,0.010675398,0.090686748,0.00082757148,0.0010525297,0.00052707494,0.0043105332
32129,produits céréaliers,céréales de petit-déjeuner et biscuits,Boules de maïs soufflées au miel (non enrichies en vitamines et minéraux),"Breakfast cereals, puffed/popped corn, with honey (not fortified with vitamins and chemical elements)",mix de consommation FR,0,Ambiant (long),LPDE,Pas de préparation ,4.03,0.42581268,0.31523913,0.055783332,0.021563312,0.0233147049999999,0.0098990521,0.0
32133,produits céréaliers,céréales de petit-déjeuner et biscuits,"Boules de maïs soufflées au miel, enrichies en vitamines et minéraux","Breakfast cereals, puffed/popped corn, with honey, fortified with vitamins and chemical elements",mix de consommation FR,0,Ambiant (long),LPDE,Pas de préparation ,4.03,0.42581268,0.31523913,0.055783332,0.021563312,0.0233147049999999,0.0098990521,0.0
25211,entrées et plats composés,plats composés,"Boulettes au bœuf, à la sauce tomate","Meat balls, beef, with tomato sauce",mix de consommation FR,0,Glacé,PP,Micro onde ,2.43,1.2129653,1.1158696,0.048381317,0.01611859,0.017943658,0.0089786658,0.0064417627
9690,produits céréaliers,"pâtes, riz et céréales","Boulgour de blé, cru","Wheat bulgur, raw",mix de consommation FR,0,Ambiant (long),LPDE,Pas de préparation ,3.0,0.13132115,0.089787681,0.0,0.019987624,0.010293088,0.011252758,0.0
9691,produits céréaliers,"pâtes, riz et céréales","Boulgour de blé, cuit, non salé","Wheat bulgur, cooked, unsalted",mix de consommation FR,0,Ambiant (moyenne),PP,Micro onde,3.0,0.0579633379999999,0.039743046,0.0,0.0069427899,0.0045560669,0.0027090123,0.004012423
26170,"viandes, œufs, poissons",poissons crus,"Brème, cru","Freshwater bream, raw",mix de consommation FR,0,Glacé,PS,Pas de préparation,3.64,1.8823538,1.7701953,0.0,0.01768459,0.083100879,0.0089437534,0.0024293397
28503,"viandes, œufs, poissons",charcuteries,Bresaola,Bresaola,mix de consommation FR,0,Glacé,Déjà emballé - PP/PE,Pas de préparation,2.51,1.9206542,1.5657426,0.32076846,0.0056976795,0.016910258,0.0089437534,0.0024293397
25559,entrées et plats composés,feuilletées et autres entrées,Brick à la pomme de terre,"Fritter, filled with potatoes (filo pastry)",mix de consommation FR,0,Glacé,PS,Four ,2.32,0.45649337,0.28555921,0.082386309,0.023810713,0.022109942,0.0089786658,0.033694973
25557,entrées et plats composés,feuilletées et autres entrées,Brick à l'oeuf,"Fritter, filled with eggs (filo pastry)",mix de consommation FR,0,Glacé,PS,Four ,2.32,0.45649337,0.28555921,0.082386309,0.023810713,0.022109942,0.0089786658,0.033694973
25558,entrées et plats composés,feuilletées et autres entrées,Brick au boeuf,"Fritter, filled with beef (filo pastry)",mix de consommation FR,0,Glacé,PS,Four ,2.32,0.45649337,0.28555921,0.082386309,0.023810713,0.022109942,0.0089786658,0.033694973
25438,entrées et plats composés,feuilletées et autres entrées,"Brick garni (garniture : crevettes, légumes, volaille, viande, poisson, etc.)","Fritter, filled (filo pastry) (garnish : shrimps, vegetables, poultry, meat, etc.)",mix de consommation FR,0,Glacé,PS,Four ,2.32,0.45649337,0.28555921,0.082386309,0.023810713,0.022109942,0.0089786658,0.033694973
12021,lait et produits laitiers,fromages,Brie de Meaux,"Brie de Meaux cheese, from cow's milk",mix de consommation FR,0,Glacé,LPDE,Pas de préparation,2.24,0.4958462199999999,0.4163217899999999,0.028839787,0.019721226,0.020064567,0.0088270864,0.0024293397
12022,lait et produits laitiers,fromages,Brie de Melun,"Brie de Melun cheese, from cow's milk",mix de consommation FR,0,Glacé,LPDE,Pas de préparation,2.24,0.4958462199999999,0.4163217899999999,0.028839787,0.019721226,0.020064567,0.0088270864,0.0024293397
12020,lait et produits laitiers,fromages,"Brie, sans précision","Brie cheese, from cow's milk",mix de consommation FR,0,Glacé,LPDE,Pas de préparation,2.24,0.4958462199999999,0.4163217899999999,0.028839787,0.019721226,0.020064567,0.0088270864,0.0024293397
7735,produits céréaliers,pains et viennoiseries,Brioche aux pépites de chocolat,"Brioche, filled with chocolate drops",mix de consommation FR,0,Ambiant (court),LPDE,Pas de préparation ,2.19,0.39800698,0.3084211,0.053907402,0.0215634319999999,0.012555789,0.0014414118,0.0
7737,produits céréaliers,pains et viennoiseries,Brioche fourrée au chocolat,"Brioche, filled with chocolate",mix de consommation FR,0,Ambiant (court),LPDE,Pas de préparation ,2.4,0.58103129,0.48158405,0.062552907,0.0215657449999999,0.013742172,0.0014414118,0.0
7738,produits céréaliers,pains et viennoiseries,Brioche fourrée aux fruits,"Brioche, filled with fruits",mix de consommation FR,0,Ambiant (court),LPDE,Pas de préparation ,3.18,0.58103129,0.48158405,0.062552907,0.0215657449999999,0.013742172,0.0014414118,0.0
7739,produits céréaliers,pains et viennoiseries,"Brioche fourrée crème pâtissière (type ""chinois""), préemballée","Brioche, filled with custard (Chinese brioche type), prepacked",mix de consommation FR,0,Ambiant (court),LPDE,Pas de préparation ,2.13,0.37936964,0.30057226,0.045924294,0.021564438,0.0098698161,0.0014414118,0.0
7745,produits céréaliers,pains et viennoiseries,Brioche pur beurre,"Brioche, pure butter",mix de consommation FR,0,Ambiant (court),LPDE,Pas de préparation ,2.13,0.47503919,0.38727628,0.054708892,0.02156651,0.010049823,0.0014414118,0.0
7742,produits céréaliers,pains et viennoiseries,"Brioche, de boulangerie traditionnelle","Brioche, from bakery",mix de consommation FR,0,Ambiant (court),LPDE,Pas de préparation ,2.13,0.47503919,0.38727628,0.054708892,0.02156651,0.010049823,0.0014414118,0.0
7740,produits céréaliers,pains et viennoiseries,"Brioche, préemballée","Brioche, prepacked",mix de consommation FR,0,Ambiant (court),LPDE,Pas de préparation ,2.13,0.47503919,0.38727628,0.054708892,0.02156651,0.010049823,0.0014414118,0.0
7741,produits céréaliers,pains et viennoiseries,"Brioche, sans précision",Brioche,mix de consommation FR,0,Ambiant (court),LPDE,Pas de préparation ,2.34,0.47503919,0.38727628,0.054708892,0.02156651,0.010049823,0.0014414118,0.0
25541,"viandes, œufs, poissons",autres produits à base de viande,Brochette d'agneau,Lamb on skewer,mix de consommation FR,0,Glacé,PS,Four ,2.8,6.0702637,5.9765795,0.01676917,0.0223401799999999,0.019679756,0.011298258,0.034334514
25505,"viandes, œufs, poissons",autres produits à base de viande,Brochette de boeuf,Beef on skewer,mix de consommation FR,0,Glacé,PS,Four ,2.31,3.5284061,3.4269806,0.016581914,0.0223401799999999,0.01933829,0.011298258,0.034334514
25539,entrées et plats composés,plats composés,Brochette de poisson,Fish on skewer,mix de consommation FR,0,Glacé,PP,Four ,3.76,2.3365633,2.1511886,0.0,0.019681733,0.12049745,0.010963472,0.034231999
25566,"viandes, œufs, poissons",autres produits à base de viande,"Brochette de porc, crue","Pork on skewer, raw",mix de consommation FR,0,Glacé,PS,Pas de préparation,2.35,0.98548465,0.75989779,0.1521322,0.043163476,0.0190370539999999,0.0089786658,0.0024293397
25504,"viandes, œufs, poissons",autres produits à base de viande,Brochette de volaille,Poultry on skewer,mix de consommation FR,0,Glacé,PS,Four ,2.67,1.1111394,0.90989336,0.10705326,0.023412096,0.02444929,0.011840366,0.034481763
25506,"viandes, œufs, poissons",autres produits à base de viande,Brochette mixte de viande,Mixed meat on skewer,mix de consommation FR,0,Glacé,PS,Four ,2.82,1.0167503,0.75989779,0.1521322,0.043163476,0.0190370539999999,0.0089786658,0.033694973
20057,"fruits, légumes, légumineuses et oléagineux",légumes,"Brocoli, cru","Broccoli, raw",mix de consommation FR,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.49,0.082753501,0.055641973,0.0,0.0,0.010935776,0.015653825,0.00052192787
20006,"fruits, légumes, légumineuses et oléagineux",légumes,"Brocoli, cuit","Broccoli, cooked",mix de consommation FR,0,Glacé,PP,Cuisson à l'eau,2.95,0.15606883,0.064996948,0.0,0.020358111,0.020740446,0.035870283,0.014103048
20259,"fruits, légumes, légumineuses et oléagineux",légumes,"Brocoli, purée","Broccoli, puree",mix de consommation FR,0,Glacé,PP,Micro onde,2.95,0.14951343,0.064996948,0.0,0.020358111,0.020740446,0.035870283,0.0075476478
20204,"fruits, légumes, légumineuses et oléagineux",légumes,"Brocoli, surgelé, cru","Broccoli, frozen, raw",mix de consommation FR,0,Congelé,LPDE,Pas de préparation,3.0,0.15760429,0.0555918949999999,0.0003501854499999,0.021558384,0.017294843,0.053616884,0.0091920963
20205,"fruits, légumes, légumineuses et oléagineux",légumes,"Brocoli, surgelé, cuit","Broccoli, frozen, cooked",mix de consommation FR,0,Congelé,LPDE,Cuisson à l'eau,3.14,0.19451572,0.06493845,0.00040906144,0.025182953,0.020202591,0.062631384,0.021151276
23032,produits céréaliers,gâteaux et pâtisseries,Brownie au chocolat,Brownie (chocolate cake),mix de consommation FR,0,Ambiant (long),PS,Pas de préparation,2.19,0.82406316,0.6964604099999999,0.080710822,0.018688987,0.018011649,0.0098990521,0.0
23030,produits céréaliers,gâteaux et pâtisseries,Bûche de Noël pâtissière,Christmas log cake,mix de consommation FR,0,Ambiant (long),PS,Pas de préparation,2.19,0.72531924,0.57859695,0.0976322499999999,0.018689699,0.020102124,0.0098990521,0.0
39533,glaces et sorbets,desserts glacés,Bûche glacée,Ice cream log,mix de consommation FR,0,Congelé,PP,Pas de préparation,3.08,0.278341,0.16885733,0.054594722,0.015491882,0.014267475,0.015937489,0.0091920963
25416,entrées et plats composés,sandwichs,Burger au poisson,"Fish burger, fast foods restaurant",mix de consommation FR,0,Glacé,PS,Four,3.39,0.20793718,0.097050519,0.0348907839999999,0.017848617,0.015474269,0.0089786658,0.033694973
25502,entrées et plats composés,sandwichs,Burger au poulet,"Chicken burger , fast foods restaurant",mix de consommation FR,0,Glacé,PS,Four,2.42,0.59564799,0.4398066699999999,0.075258036,0.017848617,0.020058179,0.0089786658,0.033694973
25459,entrées et plats composés,"pizzas, tartes et crêpes salées",Burritos,Burritos,mix de consommation FR,0,Glacé,Carton,Four ,1.92,0.88870301,0.76490575,0.047548017,0.015605439,0.018428986,0.0089786658,0.033694973
26043,"viandes, œufs, poissons",poissons crus,"Cabillaud, cru","Cod, raw",mix de consommation FR,0,Glacé,PS,Pas de préparation,3.64,1.8701383,1.7433901,0.0,0.01768459,0.097690587,0.0089437534,0.0024293397
26025,"viandes, œufs, poissons",poissons cuits,"Cabillaud, cuit à la vapeur","Cod, steamed",mix de consommation FR,0,Glacé,PP,Four,3.52,2.3127208,2.1287804,0.0,0.019501654,0.11928587,0.010920842,0.034231999
26023,"viandes, œufs, poissons",poissons cuits,"Cabillaud, rôti/cuit au four","Cod, roasted/baked",mix de consommation FR,0,Glacé,PP,Four,3.52,2.3127208,2.1287804,0.0,0.019501654,0.11928587,0.010920842,0.034231999
15001,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Cacahuète ou Arachide,Peanut,mix de consommation FR,0,Ambiant (long),LPDE,Pas de préparation,3.53,0.63303588,0.57617329,0.0107199629999999,0.019987624,0.012503817,0.013651188,0.0
15037,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Cacahuète, grillée","Peanut, grilled",mix de consommation FR,0,Ambiant (long),LPDE,Pas de préparation,4.02,0.63303588,0.57617329,0.0107199629999999,0.019987624,0.012503817,0.013651188,0.0
15002,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Cacahuète, grillée, salée","Peanut, grilled, salted",mix de consommation FR,0,Ambiant (long),LPDE,Pas de préparation,4.02,0.63303588,0.57617329,0.0107199629999999,0.019987624,0.012503817,0.013651188,0.0
38406,produits céréaliers,céréales de petit-déjeuner et biscuits,"Cacahuètes (arachide) enrobées d'un biscuit, pour apéritif",Coated peanuts,mix de consommation FR,0,Ambiant (long),LPDE,Pas de préparation ,2.97,0.46555924,0.35775321,0.064102524,0.021563151,0.01224155,0.0098990521,0.0
31042,produits sucrés,chocolats et produits à base de chocolat,Cacahuètes enrobées de chocolat dragéifiées,Sugar and chocolate coated peanut,mix de consommation FR,0,Ambiant (moyenne),Carton,Pas de préparation,3.28,1.2072128000000002,1.0205777,0.13714709,0.015600638,0.029031005,0.0045906531,0.0
18100,boissons,boissons sans alcool,"Cacao, non sucré, poudre soluble","Cocoa powder, without sugar, powder, instant",mix de consommation FR,0,Ambiant (moyenne),Carton,Pas de préparation,2.77,1.6581753,1.5635268,0.039075526,0.014974093,0.03559634,0.0044498569,0.0
18163,boissons,boissons sans alcool,"Café au lait ou cappuccino au chocolat, poudre soluble","Coffee with milk or Cappuccino with chocolate, powder, instant",mix de consommation FR,0,Ambiant (moyenne),Carton,Pas de préparation,2.63,1.1371349,1.0309586,0.071518266,0.014974093,0.015215985,0.0044498569,0.0
18160,boissons,boissons sans alcool,"Café au lait ou cappuccino, poudre soluble","Coffee with milk or Cappuccino, powder, instant",mix de consommation FR,0,Ambiant (moyenne),Carton,Pas de préparation,2.63,1.1239242,1.0171306,0.072777288,0.014974093,0.014591102,0.0044498569,0.0
18151,boissons,boissons sans alcool,"Café au lait, café crème ou cappuccino, instantané ou non, non sucré, prêt à boire","Coffee with milk or white coffee or cappuccino, instant coffee or not, without sugar, ready-to-drink",mix de consommation FR,0,Ambiant (moyenne),Carton,Cuisson à l'eau,3.06,0.07069546,0.0601358159999999,0.0041716604999999,0.00087343882,0.0008875484,0.00025956015,0.004366379
18072,boissons,boissons sans alcool,"Café décaféiné, instantané, non sucré, prêt à boire","Decaffeinated instant coffee, without sugar, ready-to-drink",mix de consommation FR,0,Ambiant (moyenne),Carton,Cuisson à l'eau,3.18,0.2999387999999999,0.25432011,0.037267516,0.00087343882,0.0028517901,0.00025956015,0.004366379
18070,boissons,boissons sans alcool,"Café décaféiné, non instantané, non sucré, prêt à boire","Decaffeinated not instant coffee, without sugar, ready-to-drink",mix de consommation FR,0,Ambiant (moyenne),Carton,Cuisson à l'eau,3.01,0.13195382,0.12031298,0.0045337133,0.00087343882,0.0016077493999999,0.00025956015,0.004366379
18071,boissons,boissons sans alcool,"Café expresso, non instantané, non sucré, prêt à boire","Espresso coffee, not instant coffee, without sugar, ready-to-drink",mix de consommation FR,0,Ambiant (moyenne),Carton,Cuisson à l'eau,3.01,0.12848019,0.12031298,0.0010600865,0.00087343882,0.0016077493999999,0.00025956015,0.004366379
18069,boissons,boissons sans alcool,"Café, décaféiné, poudre soluble","Decaffeinated coffee, powder, instant",mix de consommation FR,0,Ambiant (moyenne),Carton,Pas de préparation,3.49,5.067245300000001,4.3600225,0.63890821,0.014974093,0.048890624,0.0044498569,0.0
18073,boissons,boissons sans alcool,"Café, instantané, non sucré, prêt à boire","Instant coffee, without sugar, ready-to-drink",mix de consommation FR,0,Ambiant (moyenne),Carton,Cuisson à l'eau,3.18,0.29259617,0.25432011,0.02992489,0.00087343882,0.0028517901,0.00025956015,0.004366379
18003,boissons,boissons sans alcool,"Café, moulu","Coffee, ground",mix de consommation FR,0,Ambiant (moyenne),Carton,Pas de préparation,3.02,2.1277869,2.0626260000000003,0.0181739499999999,0.014974093,0.027562994,0.0044498569,0.0
