Code_CIQUAL,Groupe_aliment,Sous-groupe_aliment,Nom_Produit_Francais,LCI_Name,Saisonnalite,Transport_par_avion_,Livraison,Materiau_emballage,Preparation,DQR_Note_qualite_la_donnee_,Score_unique_EF_,Score_unique_EF__Agriculture,Score_unique_EF__Transformation,Score_unique_EF__Emballage,Score_unique_EF__Transport,Score_unique_EF__Supermarche_distribution,Score_unique_EF__Consommation
13712,"fruits, légumes, légumineuses et oléagineux",fruits,"Abricot au sirop léger, appertisé, égoutté","Apricot, canned in light syrup, drained",mix de consommation FR,0,Ambiant (moyenne),Acier,Pas de préparation ,2.46,0.2153665,0.0612971829999999,0.075214607,0.034667415,0.0175149,0.016503721,0.010168672
13713,"fruits, légumes, légumineuses et oléagineux",fruits,"Abricot au sirop léger, appertisé, non égoutté","Apricot, canned in light syrup, not drained",mix de consommation FR,0,Ambiant (moyenne),Acier,Pas de préparation ,2.46,0.12804344,0.038249442,0.046933915,0.021632467,0.010929298,0.0102983219999999,0.0
13714,"fruits, légumes, légumineuses et oléagineux",fruits,"Abricot au sirop, appertisé, égoutté","Apricot, in syrup, canned, drained",mix de consommation FR,0,Ambiant (moyenne),Acier,Pas de préparation ,2.46,0.2153665,0.0612971829999999,0.075214607,0.034667415,0.0175149,0.016503721,0.010168672
13715,"fruits, légumes, légumineuses et oléagineux",fruits,"Abricot au sirop, appertisé, non égoutté","Apricot, in syrup, canned, not drained",mix de consommation FR,0,Ambiant (moyenne),Acier,Pas de préparation,2.44,0.12804344,0.038249442,0.046933915,0.021632467,0.010929298,0.0102983219999999,0.0
13000,"fruits, légumes, légumineuses et oléagineux",fruits,"Abricot, dénoyauté, cru","Apricot, pitted, raw",mix de consommation FR,0,Ambiant (moyenne),LPDE,Pas de préparation,2.2,0.1189289999999999,0.0611013459999999,0.0,0.02694798,0.013787859,0.012872902,0.0042189169
13001,"fruits, légumes, légumineuses et oléagineux",fruits,"Abricot, dénoyauté, sec","Apricot, pitted, dried",mix de consommation FR,0,Ambiant (moyenne),LPDE,Pas de préparation,2.64,0.79716709,0.3635530099999999,0.36250469,0.021558384,0.034366799,0.01518421,0.0
25433,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,Accra de poisson,"Caribbean-style fish fritters, fish acras",mix de consommation FR,0,Glacé,PS,Four,3.14,0.90731815,0.7654721800000001,0.033077694,0.017847322,0.04824737,0.0089786658,0.033694973
11084,aides culinaires et ingrédients divers,algues,"Agar (algue), cru","Seaweed, agar, raw",mix de consommation FR,0,Ambiant (long),LPDE,Pas de préparation,2.99,1.2525745,0.66759478,0.5325735899999999,0.022225138,0.0194538189999999,0.010205208,0.00052192787
21508,"viandes, œufs, poissons",viandes cuites,"Agneau, collier, braisé ou bouilli","Lamb, neck, braised or boiled",mix de consommation FR,0,Glacé,PS,Four,2.65,6.0857682,5.9765795,0.013313121,0.027925225,0.02413391,0.014122822,0.04043131
21514,"viandes, œufs, poissons",viandes crues,"Agneau, collier, cru","Lamb, neck, raw",mix de consommation FR,0,Glacé,PS,Pas de préparation,2.63,4.7927723,4.7310881,0.010538729,0.022105737,0.019104515,0.011179692,0.0072555916
21516,"viandes, œufs, poissons",viandes crues,"Agneau, côte filet, crue","Lamb, chop fillet, raw",mix de consommation FR,0,Glacé,PS,Pas de préparation,2.63,4.7927723,4.7310881,0.010538729,0.022105737,0.019104515,0.011179692,0.0072555916
21509,"viandes, œufs, poissons",viandes cuites,"Agneau, côte filet, grillée/poêlée","Lamb, chop fillet, grilled/pan-fried",mix de consommation FR,0,Glacé,PS,Poêle,2.65,6.0659027000000005,5.9793008,0.013723023,0.027925225,0.024301848,0.014122822,0.017266798
21517,"viandes, œufs, poissons",viandes crues,"Agneau, côte première, crue","Lamb, rib chop, raw",mix de consommation FR,0,Glacé,PS,Pas de préparation,2.63,4.7927723,4.7310881,0.010538729,0.022105737,0.019104515,0.011179692,0.0072555916
21512,"viandes, œufs, poissons",viandes cuites,"Agneau, côte première, grillée/poêlée","Lamb, rib chop, grilled/pan-fried",mix de consommation FR,0,Glacé,PS,Poêle,2.65,6.0659027000000005,5.9793008,0.013723023,0.027925225,0.024301848,0.014122822,0.017266798
21500,"viandes, œufs, poissons",viandes crues,"Agneau, côtelette, crue","Lamb, cutlet, raw",mix de consommation FR,0,Glacé,PS,Pas de préparation,2.63,3.8308427,3.7848704,0.0084309829,0.01768459,0.015283612,0.0089437534,0.0024293397
21501,"viandes, œufs, poissons",viandes cuites,"Agneau, côtelette, grillée","Lamb cutlet, grilled",mix de consommation FR,0,Glacé,PS,Poêle,2.65,4.8507386,4.7839849,0.011060399,0.0223401799999999,0.019475067,0.011298258,0.011170002
21504,"viandes, œufs, poissons",viandes crues,"Agneau, épaule, crue","Lamb, shoulder, raw",mix de consommation FR,0,Glacé,PS,Pas de préparation,2.63,3.8308427,3.7848704,0.0084309829,0.01768459,0.015283612,0.0089437534,0.0024293397
21505,"viandes, œufs, poissons",viandes crues,"Agneau, épaule, maigre, crue","Lamb, shoulder, lean, raw",mix de consommation FR,0,Glacé,PS,Pas de préparation,2.63,3.8308427,3.7848704,0.0084309829,0.01768459,0.015283612,0.0089437534,0.0024293397
21507,"viandes, œufs, poissons",viandes cuites,"Agneau, épaule, maigre, rôtie/cuite au four","Lamb, shoulder, lean, roasted/baked",mix de consommation FR,0,Glacé,PS,Four,2.65,4.870604,4.7812636,0.0106504969999999,0.0223401799999999,0.019307128,0.011298258,0.034334514
21506,"viandes, œufs, poissons",viandes cuites,"Agneau, épaule, rôtie/cuite au four","Lamb, shoulder, roasted/baked",mix de consommation FR,0,Glacé,PS,Four,2.65,4.870604,4.7812636,0.0106504969999999,0.0223401799999999,0.019307128,0.011298258,0.034334514
21519,"viandes, œufs, poissons",viandes cuites,"Agneau, gigot, braisé","Lamb, leg, braised",mix de consommation FR,0,Glacé,PS,Four,2.65,6.0857682,5.9765795,0.013313121,0.027925225,0.02413391,0.014122822,0.04043131
21502,"viandes, œufs, poissons",viandes crues,"Agneau, gigot, cru","Lamb, leg, raw",mix de consommation FR,0,Glacé,PS,Pas de préparation,2.63,4.7927723,4.7310881,0.010538729,0.022105737,0.019104515,0.011179692,0.0072555916
21518,"viandes, œufs, poissons",viandes cuites,"Agneau, gigot, grillé/poêlé","Lamb, leg, grilled/pan-fried",mix de consommation FR,0,Glacé,PS,Poêle,2.65,6.0659027000000005,5.9793008,0.013723023,0.027925225,0.024301848,0.014122822,0.017266798
21503,"viandes, œufs, poissons",viandes cuites,"Agneau, gigot, rôti/cuit au four","Lamb, leg, roasted/baked",mix de consommation FR,0,Glacé,PS,Four,2.65,6.0857682,5.9765795,0.013313121,0.027925225,0.02413391,0.014122822,0.04043131
21515,"viandes, œufs, poissons",viandes crues,"Agneau, selle, crue","Lamb, saddle, raw",mix de consommation FR,0,Glacé,PS,Pas de préparation,2.63,4.7927723,4.7310881,0.010538729,0.022105737,0.019104515,0.011179692,0.0072555916
21520,"viandes, œufs, poissons",viandes cuites,"Agneau, selle, partie maigre, grillée/poêlée","Lamb, saddle, grilled/pan-fried",mix de consommation FR,0,Glacé,PS,Poêle,2.65,6.0659027000000005,5.9793008,0.013723023,0.027925225,0.024301848,0.014122822,0.017266798
21513,"viandes, œufs, poissons",viandes cuites,"Agneau, selle, partie maigre, rôtie/cuite au four","Lamb, saddle, lean, roasted/baked",mix de consommation FR,0,Glacé,PS,Four,2.65,6.0857682,5.9765795,0.013313121,0.027925225,0.02413391,0.014122822,0.04043131
11023,aides culinaires et ingrédients divers,herbes,"Ail séché, poudre","Garlic, powder, dried",mix de consommation FR,0,Ambiant (long),Verre,Pas de préparation,4.11,0.13013797,0.03375982,0.0,0.051649676,0.014988846,0.029739628,0.0
11000,aides culinaires et ingrédients divers,herbes,"Ail, cru","Garlic, fresh",mix de consommation FR,0,Ambiant (long),Pas d'emballage,Pas de préparation,3.54,0.072151984,0.042199775,0.0,0.0,0.013812163,0.0119211289999999,0.0042189169
1014,boissons,boisson alcoolisées,Alcool pur,Pure alcohol,mix de consommation FR,0,Ambiant (moyenne),Verre,Réfrigéré chez le consommateur,3.29,0.12296672,0.0,0.050783404,0.051649676,0.01375452,0.0043498741,0.0024293397
4041,entrées et plats composés,plats composés,Aligot (purée de pomme de terre à la tomme fraîche),Mashed potatoes w fresh tome cheese,mix de consommation FR,0,Glacé,PP,Micro onde ,2.26,0.37084644,0.2707348599999999,0.051436677,0.01611859,0.017225326,0.0089786658,0.0064417627
15000,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,Amande (avec peau),"Almond, (with peel)",mix de consommation FR,0,Ambiant (long),LPDE,Pas de préparation,3.19,2.0853347,2.0094118,0.0107199629999999,0.019987624,0.03156415,0.013651188,0.0
15042,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Amande, grillée, salée","Almond, grilled, salted",mix de consommation FR,0,Ambiant (long),LPDE,Pas de préparation,3.68,2.0853347,2.0094118,0.0107199629999999,0.019987624,0.03156415,0.013651188,0.0
15041,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Amande, mondée, émondée ou blanchie","Almond, peeled, unpeeled or blanched",mix de consommation FR,0,Ambiant (long),LPDE,Pas de préparation,3.68,2.0853347,2.0094118,0.0107199629999999,0.019987624,0.03156415,0.013651188,0.0
9345,produits céréaliers,"pâtes, riz et céréales","Amarante, crue","Amaranth, raw",mix de consommation FR,0,Ambiant (long),LPDE,Pas de préparation ,3.6,0.13132115,0.089787681,0.0,0.019987624,0.010293088,0.011252758,0.0
9510,produits céréaliers,farines et pâtes à tarte,Amidon de maïs ou fécule de maïs,Maize/corn starch,mix de consommation FR,0,Ambiant (moyenne),Carton,Pas de préparation,3.16,0.17236489,0.091430541,0.041621917,0.015125934,0.016630105,0.0075563952999999,0.0
13716,"fruits, légumes, légumineuses et oléagineux",fruits,"Ananas au sirop et jus d'ananas, appertisé, égoutté","Pineapple, in pineapple juice and syrup, canned, drained",mix de consommation FR,0,Ambiant (moyenne),Acier,Pas de préparation ,2.93,0.2354557,0.048827011,0.083997303,0.034667415,0.041291583,0.016503721,0.010168672
13717,"fruits, légumes, légumineuses et oléagineux",fruits,"Ananas au sirop et jus d'ananas, appertisé, non égoutté","Pineapple, in pineapple juice and syrup, canned, not drained",mix de consommation FR,0,Ambiant (moyenne),Acier,Pas de préparation,2.93,0.1405791099999999,0.030468055,0.0524143169999999,0.021632467,0.025765948,0.0102983219999999,0.0
13718,"fruits, légumes, légumineuses et oléagineux",fruits,"Ananas au sirop léger, appertisé, égoutté","Pineapple, in light syrup, canned, drained",mix de consommation FR,0,Ambiant (moyenne),Acier,Pas de préparation ,2.93,0.2354557,0.048827011,0.083997303,0.034667415,0.041291583,0.016503721,0.010168672
13719,"fruits, légumes, légumineuses et oléagineux",fruits,"Ananas au sirop léger, appertisé, non égoutté","Pineapple, in light syrup, canned, not drained",mix de consommation FR,0,Ambiant (moyenne),Acier,Pas de préparation ,2.93,0.1405791099999999,0.030468055,0.0524143169999999,0.021632467,0.025765948,0.0102983219999999,0.0
13002,"fruits, légumes, légumineuses et oléagineux",fruits,"Ananas, pulpe, cru","Pineapple, pulp, raw",mix de consommation FR,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.68,0.12925402,0.048671015,0.0,0.0,0.043110696,0.020596643,0.016875668
26177,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Anchois au sel (anchoité, semi-conserve)","Anchovy, in salt (semi-preserved)",mix de consommation FR,0,Glacé,PS,Pas de préparation,3.78,0.29010266,0.18615081,0.0,0.01768459,0.074894167,0.0089437534,0.0024293397
26079,"viandes, œufs, poissons",poissons crus,"Anchois commun, cru","Common anchovy, raw",mix de consommation FR,0,Glacé,PS,Pas de préparation,3.1,0.29010266,0.18615081,0.0,0.01768459,0.074894167,0.0089437534,0.0024293397
26187,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Anchois commun, mariné","Common anchovy, marinated",mix de consommation FR,0,Glacé,PS,Pas de préparation,3.1,0.2656893,0.15281761,0.038360089,0.017842901,0.045261897,0.0089786658,0.0024293397
26000,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Anchois, filets à l'huile, semi-conserve, égoutté","Anchovy, fillets, in oil, semi-preserved, drained",mix de consommation FR,0,Glacé,PS,Pas de préparation,3.57,0.2582124699999999,0.14683167,0.0380868419999999,0.017842901,0.0440442,0.0089786658,0.0024293397
25999,"viandes, œufs, poissons",produits à base de poissons et produits de la mer,"Anchois, filets roulés aux câpres, semi-conserve, égoutté","Anchovy, fillets, rolled with capers, semi-preserved, drained",mix de consommation FR,0,Glacé,PS,Pas de préparation,3.1,0.2582124699999999,0.14683167,0.0380868419999999,0.017842901,0.0440442,0.0089786658,0.0024293397
8500,"viandes, œufs, poissons",charcuteries,Andouille,Chitterling sausage,mix de consommation FR,0,Glacé,PS,Four ,2.82,2.088308,1.6954125,0.27074536,0.063454038,0.016635294,0.0089786658,0.033694973
8501,"viandes, œufs, poissons",charcuteries,Andouille de Guéméné,Chitterling sausage from Guéméné,mix de consommation FR,0,Glacé,PS,Four ,2.82,2.088308,1.6954125,0.27074536,0.063454038,0.016635294,0.0089786658,0.033694973
8512,"viandes, œufs, poissons",charcuteries,Andouille de Vire,Chitterling sausage from Vire,mix de consommation FR,0,Glacé,PS,Four ,2.82,2.088308,1.6954125,0.27074536,0.063454038,0.016635294,0.0089786658,0.033694973
8504,"viandes, œufs, poissons",charcuteries,"Andouille, réchauffée à la poêle","Chitterling sausage, pan-reheated",mix de consommation FR,0,Glacé,PS,Four ,2.82,2.088308,1.6954125,0.27074536,0.063454038,0.016635294,0.0089786658,0.033694973
8552,"viandes, œufs, poissons",charcuteries,"Andouillette de Troyes, crue","Chitterling sausage from Troyes, raw",mix de consommation FR,0,Glacé,PS,Pas de préparation,2.81,2.0570424,1.6954125,0.27074536,0.063454038,0.016635294,0.0089786658,0.0024293397
8550,"viandes, œufs, poissons",charcuteries,"Andouillette, crue","Chitterling sausage, raw",mix de consommation FR,0,Glacé,PS,Pas de préparation,2.81,2.0570424,1.6954125,0.27074536,0.063454038,0.016635294,0.0089786658,0.0024293397
8551,"viandes, œufs, poissons",charcuteries,"Andouillette, sautée/poêlée","Chitterling sausage, sautéed/pan-fried",mix de consommation FR,0,Glacé,PS,Four ,2.82,2.088308,1.6954125,0.27074536,0.063454038,0.016635294,0.0089786658,0.033694973
11093,aides culinaires et ingrédients divers,herbes,"Aneth, frais","Dill, fresh",mix de consommation FR,0,Ambiant (long),LPDE,Pas de préparation,3.75,0.14484049,0.09117739,0.0,0.02476141,0.012761644,0.0119211289999999,0.0042189169
20995,aides culinaires et ingrédients divers,algues,"Ao-nori (Enteromorpha sp.), séchée ou déshydratée","Sea lettuce (Enteromorpha sp.), dried or dehydrated",mix de consommation FR,0,Ambiant (long),LPDE,Pas de préparation,2.99,1.2525745,0.66759478,0.5325735899999999,0.022225138,0.0194538189999999,0.010205208,0.00052192787
1007,boissons,boisson alcoolisées,Apéritif à base de vin ou vermouth,Wine-based aperitif,mix de consommation FR,0,Ambiant (moyenne),Verre,Réfrigéré chez le consommateur,2.48,0.16769963,0.07728684,0.017051784,0.051649676,0.0148588719999999,0.0044194823,0.0024293397
20581,"fruits, légumes, légumineuses et oléagineux",fruits à coque et graines oléagineuses,"Arachide, bouillie/cuite à l'eau, salée","Peanut, boiled/cooked in water, w salt",mix de consommation FR,0,Ambiant (long),LPDE,Micro onde,3.53,1.2835621000000002,1.1523466,0.0214399259999999,0.039975248,0.025007634,0.023904601,0.020888091
20067,"fruits, légumes, légumineuses et oléagineux",légumes,"Artichaut, appertisé, égoutté","Artichoke, canned, drained",mix de consommation FR,0,Ambiant (moyenne),Acier,Pas de préparation,2.78,0.47301035,0.25233735,0.12698481,0.034667415,0.0285962959999999,0.02025581,0.010168672
20155,"fruits, légumes, légumineuses et oléagineux",légumes,"Artichaut, coeur, appertisé, égoutté","Artichoke, heart, canned, drained",mix de consommation FR,0,Ambiant (moyenne),Acier,Pas de préparation,2.78,0.47301035,0.25233735,0.12698481,0.034667415,0.0285962959999999,0.02025581,0.010168672
20052,"fruits, légumes, légumineuses et oléagineux",légumes,"Artichaut, cru","Artichoke, globe, raw",mix de consommation FR,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.43,0.39914083,0.21540151,0.0,0.0,0.053038515,0.063198128,0.067502671
20000,"fruits, légumes, légumineuses et oléagineux",légumes,"Artichaut, cuit","Artichoke, globe, cooked",mix de consommation FR,0,Glacé,PP,Cuisson à l'eau,3.08,0.70740273,0.6000795600000001,0.0,0.024684209,0.026378698,0.036125496,0.020134771
20156,"fruits, légumes, légumineuses et oléagineux",légumes,"Artichaut, fond, appertisé, égoutté","Artichoke base, canned, drained",mix de consommation FR,0,Ambiant (moyenne),Acier,Pas de préparation,2.59,0.20516263,0.05046747,0.072287042,0.034667415,0.017316226,0.02025581,0.010168672
20232,"fruits, légumes, légumineuses et oléagineux",légumes,"Artichaut, fond, surgelé, cru","Artichoke base, frozen, raw",mix de consommation FR,0,Congelé,LPDE,Pas de préparation,2.95,0.36418487,0.21540151,0.046691394,0.021558384,0.0268515779999999,0.0444899079999999,0.0091920963
20998,aides culinaires et ingrédients divers,algues,"Ascophylle noueux ou goémon noir (Ascophyllum nodosum), séché ou déshydraté","North Atlantic rockweed (Ascophyllum nodosum), dried or dehydrated",mix de consommation FR,0,Ambiant (long),LPDE,Pas de préparation,2.99,1.2525745,0.66759478,0.5325735899999999,0.022225138,0.0194538189999999,0.010205208,0.00052192787
12761,lait et produits laitiers,fromages,Asiago,"Asiago cheese, from cow's milk",mix de consommation FR,0,Glacé,LPDE,Pas de préparation,2.24,0.5687670499999999,0.47067906,0.046274272,0.019721226,0.020614588,0.0088270864,0.0024293397
20076,"fruits, légumes, légumineuses et oléagineux",légumes,"Asperge, appertisée, égouttée","Asparagus, canned, drained",mix de consommation FR,0,Ambiant (moyenne),Acier,Pas de préparation,2.63,0.4432072199999999,0.28301381,0.075705652,0.034667415,0.0193958649999999,0.02025581,0.010168672
20282,"fruits, légumes, légumineuses et oléagineux",légumes,"Asperge, blanche ou violette, pelée, crue","Asparagus, white or purple, peeled, raw",mix de consommation FR,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.26,0.27603921,0.24158771,0.0,0.0,0.014433051,0.015799532,0.0042189169
20001,"fruits, légumes, légumineuses et oléagineux",légumes,"Asperge, bouillie/cuite à l'eau","Asparagus, boiled/cooked in water",mix de consommation FR,0,Glacé,PP,Bouilli,2.69,0.38966835,0.28220537,0.0,0.024684209,0.026518499,0.036125496,0.020134771
20073,"fruits, légumes, légumineuses et oléagineux",légumes,"Asperge, pelée, crue","Asparagus, peeled, raw",mix de consommation FR,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.26,0.27603921,0.24158771,0.0,0.0,0.014433051,0.015799532,0.0042189169
20279,"fruits, légumes, légumineuses et oléagineux",légumes,"Asperge, verte, crue","Asparagus, green, raw",mix de consommation FR,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.26,0.27603921,0.24158771,0.0,0.0,0.014433051,0.015799532,0.0042189169
20053,"fruits, légumes, légumineuses et oléagineux",légumes,"Aubergine, crue","Eggplant, raw",mix de consommation FR,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.53,0.4918451,0.46597641,0.0,0.0,0.013464356,0.011882404,0.00052192787
20002,"fruits, légumes, légumineuses et oléagineux",légumes,"Aubergine, cuite","Eggplant, cooked",mix de consommation FR,0,Glacé,PP,Cuisson à l'eau,2.89,0.62961032,0.54432011,0.0,0.020358111,0.023694151,0.027134901,0.014103048
13004,"fruits, légumes, légumineuses et oléagineux",légumes,"Avocat, pulpe, cru","Avocado, pulp, raw",mix de consommation FR,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.26,0.54613152,0.46109151,0.0,0.0,0.047567693,0.020596643,0.016875668
9310,produits céréaliers,"pâtes, riz et céréales","Avoine, crue","Oat, raw",mix de consommation FR,0,Ambiant (long),LPDE,Pas de préparation ,3.6,0.23462213,0.19308866,0.0,0.019987624,0.010293088,0.011252758,0.0
23020,produits céréaliers,gâteaux et pâtisseries,"Baba au rhum, préemballé","Rum baba, prepacked",mix de consommation FR,0,Ambiant (long),PS,Pas de préparation,2.14,0.1229243299999999,0.0394515339999999,0.045316208,0.018688446,0.0095691152,0.0098990521,0.0
7258,produits céréaliers,pains et viennoiseries,Bagel,Bagel,mix de consommation FR,0,Ambiant (court),Papier,Pas de préparation ,1.95,0.1516141999999999,0.082547982,0.036565199,0.020603469,0.010455544,0.0014414118,0.0
23300,produits céréaliers,gâteaux et pâtisseries,Baklava ou Baklawa (pâtisserie orientale aux amandes et sirop),Baklava (oriental pastry with almonds and syrup),mix de consommation FR,0,Ambiant (long),PS,Pas de préparation,2.59,0.8825143000000001,0.78975988,0.046774575,0.018689458,0.017392225,0.0098990521,0.0
20198,"fruits, légumes, légumineuses et oléagineux",légumes,"Bambou, pousse, crue","Bamboo shoots, raw",mix de consommation FR,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.6,0.27486579,0.24158771,0.0,0.0,0.013259629,0.015799532,0.0042189169
20188,"fruits, légumes, légumineuses et oléagineux",légumes,"Bambou, pousses, appertisées, égouttées","Bamboo shoots, canned, drained",mix de consommation FR,0,Ambiant (moyenne),Acier,Pas de préparation,2.93,0.4418325899999999,0.28301381,0.075705652,0.034667415,0.01802123,0.02025581,0.010168672
53100,"fruits, légumes, légumineuses et oléagineux",légumes,"Banane plantain, crue","Plantain banana, raw",mix de consommation FR,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.6,0.12989703,0.08275491,0.0,0.0,0.030050299,0.012872902,0.0042189169
53101,"fruits, légumes, légumineuses et oléagineux",pommes de terre et autres tubercules,"Banane plantain, cuite","Plantain banana, cooked",mix de consommation FR,0,Glacé,PP,Cuisson à l'eau,3.0,0.26023343,0.1178272299999999,0.0,0.030087124,0.05455889,0.035770297,0.021989891
13005,"fruits, légumes, légumineuses et oléagineux",fruits,"Banane, pulpe, crue","Banana, pulp, raw",mix de consommation FR,0,Ambiant (moyenne),Pas d'emballage,Pas de préparation,2.46,0.2613585599999999,0.16279269,0.0,0.0,0.047506555,0.025745804,0.0253135019999999
13089,"fruits, légumes, légumineuses et oléagineux",fruits,"Banane, pulpe, sèche","Banana, pulp, dried",mix de consommation FR,0,Ambiant (moyenne),LPDE,Pas de préparation,2.96,1.0943819,0.6527987000000001,0.280086,0.021558384,0.12475459,0.01518421,0.0
26206,"viandes, œufs, poissons",poissons crus,"Bar commun ou loup (Méditerranée), cru, élevage","Mediterranean bass, raw, farmed",mix de consommation FR,0,Glacé,PS,Pas de préparation,3.57,1.8823538,1.7701953,0.0,0.01768459,0.083100879,0.0089437534,0.0024293397
26205,"viandes, œufs, poissons",poissons crus,"Bar commun ou loup (Méditerranée), cru, sauvage","Mediterranean bass, raw, wild",mix de consommation FR,0,Glacé,PS,Pas de préparation,3.57,1.5512478,1.4390893,0.0,0.01768459,0.083100879,0.0089437534,0.0024293397
26072,"viandes, œufs, poissons",poissons crus,"Bar commun ou loup, cru, sans précision","European bass, raw",mix de consommation FR,0,Glacé,PS,Pas de préparation,3.64,1.8823538,1.7701953,0.0,0.01768459,0.083100879,0.0089437534,0.0024293397
27030,"viandes, œufs, poissons",poissons cuits,"Bar commun ou loup, rôti/cuit au four","European bass, roasted/baked",mix de consommation FR,0,Glacé,PP,Four,3.52,2.3276366,2.1615111,0.0,0.019501654,0.10147099,0.010920842,0.034231999
26075,"viandes, œufs, poissons",poissons crus,"Bar ou loup de l'Atlantique, cru","Atlantic bass, raw",mix de consommation FR,0,Glacé,PS,Pas de préparation,3.57,1.8823538,1.7701953,0.0,0.01768459,0.083100879,0.0089437534,0.0024293397
26001,"viandes, œufs, poissons",poissons crus,"Bar rayé ou bar d'Amérique, cru","American bass, raw",mix de consommation FR,0,Glacé,PS,Pas de préparation,3.64,1.8823538,1.7701953,0.0,0.01768459,0.083100879,0.0089437534,0.0024293397
31002,produits sucrés,chocolats et produits à base de chocolat,"Barre à la noix de coco, enrobée de chocolat","Coconut bar, with chocolate coating",mix de consommation FR,0,Ambiant (moyenne),Carton,Pas de préparation,3.28,0.40982524,0.30402059,0.066253839,0.015600638,0.019086924,0.0045906531,0.0
24039,produits céréaliers,céréales de petit-déjeuner et biscuits,"Barre biscuitée fourrée aux fruits, allégée en matière grasse","Biscuit bar filled with fruits, reduced fat",mix de consommation FR,0,Ambiant (long),Carton,Pas de préparation ,2.92,0.4641945799999999,0.37729172,0.048249824,0.016468352,0.0122882429999999,0.0098990521,0.0
31101,produits céréaliers,céréales de petit-déjeuner et biscuits,"Barre céréalière ""équilibre"" aux fruits, enrichie en vitamines et minéraux","Cereal bar with fruit, fortified with vitamins and minerals",mix de consommation FR,0,Ambiant (long),LPDE,Pas de préparation ,2.91,0.46886824,0.37729172,0.048249824,0.021564599,0.011865659,0.0098990521,0.0
31102,produits céréaliers,céréales de petit-déjeuner et biscuits,"Barre céréalière ""équilibre"" chocolatée, enrichie en vitamines et minéraux","Cereal bar with chocolate, fortified with vitamins and minerals",mix de consommation FR,0,Ambiant (long),LPDE,Pas de préparation ,2.81,0.6207908999999999,0.5198573599999999,0.056234181,0.0215664089999999,0.013172136,0.0098990521,0.0
31114,produits céréaliers,céréales de petit-déjeuner et biscuits,Barre céréalière aux amandes ou noisettes,Cereal bar with almonds or hazelnuts,mix de consommation FR,0,Ambiant (long),LPDE,Pas de préparation ,3.37,0.8720756199999999,0.77426408,0.051070717,0.0215610789999999,0.0152834959999999,0.0098990521,0.0
31113,produits céréaliers,céréales de petit-déjeuner et biscuits,Barre céréalière aux fruits,Cereal bar w fruit,mix de consommation FR,0,Ambiant (long),LPDE,Pas de préparation ,2.91,0.46886824,0.37729172,0.048249824,0.021564599,0.011865659,0.0098990521,0.0
31106,produits céréaliers,céréales de petit-déjeuner et biscuits,Barre céréalière chocolatée,Chocolate cereal bar,mix de consommation FR,0,Ambiant (long),LPDE,Pas de préparation ,2.81,0.6207908999999999,0.5198573599999999,0.056234181,0.0215664089999999,0.013172136,0.0098990521,0.0
31100,produits céréaliers,céréales de petit-déjeuner et biscuits,"Barre céréalière pour petit déjeuner au lait, chocolatée ou non, enrichie en vitamines et minéraux","Milky cereal breakfast bar, with chocolate or not, fortified with vitamins and minerals",mix de consommation FR,0,Ambiant (long),LPDE,Pas de préparation ,2.81,0.6207908999999999,0.5198573599999999,0.056234181,0.0215664089999999,0.013172136,0.0098990521,0.0
31098,produits sucrés,chocolats et produits à base de chocolat,Barre chocolat au lait avec nougat,Toblerone milk cholcolate bar w nougat,mix de consommation FR,0,Ambiant (moyenne),Carton,Pas de préparation,3.28,0.40982524,0.30402059,0.066253839,0.015600638,0.019086924,0.0045906531,0.0
31071,produits sucrés,chocolats et produits à base de chocolat,Barre chocolatée aux fruits secs,Chocolate bar with dried fruits,mix de consommation FR,0,Ambiant (moyenne),Carton,Pas de préparation,2.91,0.40982524,0.30402059,0.066253839,0.015600638,0.019086924,0.0045906531,0.0
31000,produits sucrés,chocolats et produits à base de chocolat,Barre chocolatée biscuitée,Chocolate bar with biscuit,mix de consommation FR,0,Ambiant (moyenne),LPDE,Pas de préparation,3.28,0.6776346400000001,0.5584782500000001,0.076837745,0.020550573,0.016894639,0.0045906531,0.0
31001,produits sucrés,chocolats et produits à base de chocolat,Barre chocolatée non biscuitée enrobée,Coated chocolate bar without biscuit,mix de consommation FR,0,Ambiant (moyenne),Carton,Pas de préparation,3.1,0.57901843,0.49249644,0.0532744869999999,0.01560824,0.012990092,0.0045906531,0.0
